symbol,entry_time,entry_price,pnl_pct,exit_candles,exit_reason,range_position,distribution_score,entry_reason
BTC/USDT,379,93682.5,0.0,30,TIMEOUT_LOSS,0.9483986117016544,60,"upper_zone(0.95),near_top"
BTC/USDT,383,93741.6,0.0,30,TIMEOUT_LOSS,0.9036535468173851,60,"upper_zone(0.90),near_top"
BTC/USDT,387,96477.3,0.0,30,TIMEOUT_LOSS,0.9347984947719964,60,"upper_zone(0.93),near_top"
BTC/USDT,391,94742.1,0.0,30,TIMEOUT_LOSS,0.7868074520725746,60,"upper_zone(0.79),near_top"
BTC/USDT,395,102978.1,0.0,30,TIMEOUT_LOSS,0.9323979654279408,60,"upper_zone(0.93),near_top"
BTC/USDT,399,104123.6,0.0,30,TIMEOUT_LOSS,0.8784298511673838,60,"upper_zone(0.88),near_top"
BTC/USDT,403,103130.1,0.0,30,TIMEOUT_LOSS,0.7917544895034146,60,"upper_zone(0.79),near_top"
BTC/USDT,407,109640.0,0.05589109813936517,30,TIMEOUT_PROFIT,0.9350000000000002,70,"upper_zone(0.94),near_top,vol_spike"
BTC/USDT,411,109001.3,0.032546779258596004,30,TIMEOUT_PROFIT,0.8389138763951359,60,"upper_zone(0.84),near_top"
BTC/USDT,426,110271.9,0.03303648753671603,30,TIMEOUT_PROFIT,0.8510517192310673,60,"upper_zone(0.85),near_top"
BTC/USDT,433,106799.9,0.0125,30,TIMEOUT_LOSS,0.6232837333489241,60,"upper_zone(0.62),near_top"
BTC/USDT,441,106087.8,0.0,30,TIMEOUT_LOSS,0.6331701375812309,60,"upper_zone(0.63),near_top"
BTC/USDT,445,107291.6,0.0,30,TIMEOUT_LOSS,0.7296292438240696,60,"upper_zone(0.73),near_top"
BTC/USDT,449,108839.9,0.0,30,TIMEOUT_LOSS,0.9216183251009935,60,"upper_zone(0.92),near_top"
BTC/USDT,453,109205.1,0.0,30,TIMEOUT_LOSS,0.8933351709377461,60,"upper_zone(0.89),near_top"
BTC/USDT,457,116014.3,0.0,30,TIMEOUT_LOSS,0.9234881251456843,70,"upper_zone(0.92),near_top,vol_spike"
BTC/USDT,461,119844.5,0.0125,30,TIMEOUT_LOSS,0.8119128643957667,70,"upper_zone(0.81),near_top,vol_spike"
